Metabolite_ID	Metabolites	Names	Formulas	HMDB_ID	KEGG_ID	PubChem_ID	CHEBI_ID
M2269	n3m2masn[g]	((N-acetyl-D-glucosaminyl)3-(alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyl)-L-asparagine (protein)	C58H96N5O40X				NA
M2277	malt[c]	Maltose	C12H22O11	HMDB00163	C00208	439186	17306
M2278	malt[l]	Maltose	C12H22O11	HMDB00163	C00208	439186	17306
M2282	malcoa[x]	Malonyl-CoA	C24H33N7O19P3S	HMDB01175	C00083	10663	15531
M2285	malACP[c]	Malonyl-[acyl-carrier protein]	C14H22N2O10PRS				58107
M2304	mi134p[c]	1D-myo-inositol 1,3,4-trisphosphate(6-)	C6H9O15P3	HMDB01143	C01243	439455	18228
M2309	mi1p_D[c]	1D-myo-inositol 1-phosphate(2-)	C6H11O9P	HMDB02985	C01177		18297
M2312	mi145p[c]	1D-myo-inositol 1,4,5-trisphosphate(6-)	C6H9O15P3	HMDB01498	C01245	439456	16595
M2313	mi14p[c]	(1R,2R,3R,4R,5R,6S)-2,3,5,6-tetrahydroxy-4-(phosphonatooxy)cyclohexyl phosphate	C6H10O12P2	HMDB00968	C01220		17816
M2358	cs_c_deg1[l]	chondroitin sulfate C (GalNAc6S-GlcA), degradation product 1	C45H68N2O43S2				NA
M2359	cs_c_deg4[l]	chondroitin sulfate C (GalNAc6S-GlcA), degradation product 4	C31H49NO29S				NA
M2360	cs_d_deg1[l]	chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 1	C45H66N2O49S4				NA
M2362	cs_d_deg5[l]	chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 5	C31H48NO32S2				NA
M2364	cs_e_deg2[l]	chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 2	C45H66N2O49S4				NA
M2365	cs_e_deg6[l]	chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 6	C31H48NO32S2				NA
M2375	carn[c]	carnosine	C9H14N4O3	HMDB00033	C00386	439224	15727
M2387	nicrnt[c]	Nicotinate D-ribonucleotide	C11H12NO9P	HMDB01132	C01185	53477721	57502
M2402	nrvnccrn[c]	Nervonyl carnitine	C31H59NO4				NA
M2432	succ[m]	Succinate	C4H4O4	HMDB00254	C00042	1110	15741
M2440	ptrc[c]	Putrescine	C4H14N2	HMDB01414	C00134	1045	17148
M2468	pa_hs[r]	phosphatidate(2-)	C3H5O4PFULLRCO2FULLR2CO2				57739
M2469	pa_hs[g]	phosphatidate(2-)	C3H5O4PFULLRCO2FULLR2CO2				57739
M2470	pac[c]	phenylacetate	C8H7O2	HMDB00209	C07086	999	30745
M2474	pail45p_hs[c]	phosphatidylinositol 4,5-bisphosphate	C9H14O15P3FULLRCO2FULLR2CO2				28910
M2475	pail45p_hs[n]	phosphatidylinositol 4,5-bisphosphate	C9H14O15P3FULLRCO2FULLR2CO2				28910
M2476	pail4p_hs[c]	1-phosphatidyl-1D-myo-inositol 4-phosphate(3-)	C9H15O12P2FULLRCO2FULLR2CO2				58178
M2493	pe_hs[m]	phosphatidylethanolamine	C5H12NO4PFULLRCO2FULLR2CO2				16038
M2497	pristcoa[x]	pristanoyl coa	C40H68N7O17P3S			25137904	51341
M2499	prostgh2[c]	prostaglandin H2(1-)	C20H31O5	HMDB01381	C00427	445049	15554
M2501	prostgh2[r]	prostaglandin H2(1-)	C20H31O5	HMDB01381	C00427	445049	15554
M2514	phytcoa[x]	phytanoyl-CoA(4-)	C41H70N7O17P3S	HMDB01359	C02060	439640	15538
M2517	pail345p_hs[c]	1-phosphatidyl-1D-myo-inositol 3,4,5-trisphosphate(7-)	C9H13O18P4FULLRCO2FULLR2CO2				57836
M2519	pi[n]	hydrogenphosphate	HO4P	HMDB00973	C00009	1004	43474
M2520	pail34p_hs[c]	1-phosphatidyl-1D-myo-inositol 3,4-bisphosphate(5-)	C9H14O15P3FULLRCO2FULLR2CO2				57658
M2523	pail3p_hs[c]	1-phosphatidyl-1D-myo-inositol 3-phosphate(3-)	C9H15O12P2FULLRCO2FULLR2CO2				58088
M2524	pail35p_hs[c]	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate(5-)	C9H14O15P3FULLRCO2FULLR2CO2				57923
M2556	4hpro_LT[r]	trans-4-hydroxy-L-proline	C5H9NO3	HMDB00725	C01157	5810	18095
M2557	succ[r]	Succinate	C4H4O4	HMDB00254	C00042	1110	15741
M2565	3hpcoa[m]	3-hydroxypropanoyl-CoA(4-)	C24H36N7O18P3S	HMDB06807	C05668	440753	27762
M2567	3hpcoa[x]	3-hydroxypropanoyl-CoA(4-)	C24H36N7O18P3S	HMDB06807	C05668	440753	27762
M2568	ps_hs[c]	phosphatidylserine	C6H11NO6PFULLRCO2FULLR2CO2				18303
M2571	ps_hs[m]	phosphatidylserine	C6H11NO6PFULLRCO2FULLR2CO2				18303
M2573	ptdcacrn[c]	pendtadenoyl carnitine	C22H43NO4				NA
M2603	trdrd[c]	Reduced thioredoxin	XH2		C00342		15967
M2604	trdox[c]	Oxidized thioredoxin	X		C00343		18191
M2606	Rtotal2crn[c]	R total 2 carnitine	CO2FULLR2C7H14NO2				NA
M2608	Rtotal3crn[c]	R total 3 carnitine	CO2FULLR3C7H14NO2				NA
M2610	Rtotalcrn[c]	R total carnitine	CO2FULLRC7H14NO2				NA
M2624	ksi_deg4[l]	keratan sulfate I, degradation product 4	C222H355N15O197S12				NA
M2625	ksii_core2_deg1[l]	keratan sulfate II (core 2-linked), degradation product 1	C70H113N5O59S3X				NA
M2626	ksii_core4_deg1[l]	keratan sulfate II (core 4-linked), degradation product 1	C78H126N6O64S3X				NA
M2651	acngalgbside_hs[g]	sialyl galactosylgloboside	C61H105N3O35FULLRCO				NA
M2653	sph1p[c]	(2S,3R)-2-azaniumyl-3-hydroxyoctadecyl phosphate	C18H39NO5P	HMDB01383	C01120	644260	16893
M2665	sphs1p[c]	sphingosine 1-phosphate(1-)	C18H37NO5P	HMDB00277	C06124	5353956	37550
M2673	gm1b_hs[g]	GM1b	C55H95N3O30FULLRCO				62370
M2674	gd1a_hs[g]	N-acetylneuraminosyl-D-galactosyl-N-acetyl-D-galactosaminyl-(N-acetylneuraminosyl)-D-galactosyl-D-glucosylceramide dianion	C66H111N4O38FULLRCO				58397
M2675	gt1b_hs[g]	GT1b	C77H127N5O46FULLRCO				28058
M2678	strdnccrn[c]	stearidonyl carnitine	C25H41NO4	HMDB06463		53477835	NA
M2687	e4p[c]	D-Erythrose 4-phosphate	C4H7O7P	HMDB01321	C00279	122357	48153
M2699	tetpent3crn[c]	tetracosapentaenoyl carnitine	C31H51NO4				NA
M2702	tetpent6crn[c]	tetracosapentaenoyl carnitine	C31H51NO4				NA
M2705	tettet6crn[c]	Tetracosatetraenoyl carnitine	C31H53NO4				NA
M2715	tmndnccrn[c]	Timnodonyl carnitine	C27H43NO4				NA
M2720	trdrd[m]	Reduced thioredoxin	XH2		C00342		15967
M2728	ttdcrn[c]	tetradecanoyl carnitine	C21H41NO4	HMDB05066		53477791	NA
M2748	vacccrn[c]	Vaccenyl carnitine	C25H47NO4	HMDB06351		53477830	NA
M2752	vitd3[c]	calciol	C27H44O	HMDB00876	C05443	10883523	28940
M2768	xyl_D[c]	aldehydo-D-xylose	C5H10O5			644160	15936
M2798	prpp[e]	5-Phospho-alpha-D-ribose 1-diphosphate	C5H8O14P3	HMDB00280	C00119	7339	17111
M2811	HC01434[m]	oxalatosuccinate(3-)	C6H3O7	HMDB03974	C05379	972	7815
M2832	HC01408[m]	3-Oxohexanoyl-CoA	C27H40N7O18P3S	HMDB03943	C05269	3082152	27648
M2834	pmtcoa[r]	Palmitoyl-CoA (n-C16:0CoA)	C37H62N7O17P3S	HMDB01338	C00154	15667	15525
M2835	HC00342[m]	cis-aconitate(3-)	C6H3O6			309	16383
M2850	HC10859[r]	Malonyl-Carnitin					NA
M2851	HC10859[c]	Malonyl-Carnitin					NA
M2852	HC10859[m]	Malonyl-Carnitin					NA
M2854	pmtcrn[r]	L-palmitoylcarnitine	C23H45NO4	HMDB00222	C02990	11953816	17490
M2855	pmtcrn[x]	L-palmitoylcarnitine	C23H45NO4	HMDB00222	C02990	11953816	17490
M2856	lnlccoa[r]	linoleic coenzyme A	C39H62N7O17P3S	HMDB01064	C02050	5280482	15530
M2857	HC10855[r]	linoleic-Carnitine					NA
M2859	lnlccoa[x]	linoleic coenzyme A	C39H62N7O17P3S	HMDB01064	C02050	5280482	15530
M2860	HC10855[x]	linoleic-Carnitine					NA
M2861	arachdcoa[r]	arachidonoyl-CoA(4-)	C41H62N7O17P3S	HMDB06523	C02249	16061152	57368
M2862	arachdcrn[r]	C20:4 carnitine	C27H45NO4				NA
M2863	arachdcrn[x]	C20:4 carnitine	C27H45NO4				NA
M2864	HC10852[r]	palmitoleyl-CoA(4-)	C37H60N7O17P3S				61540
M2865	HC10854[r]	palmitoleoyl-Carnitine					NA
M2869	HC10854[m]	palmitoleoyl-Carnitine					NA
M2880	pac[m]	phenylacetate	C8H7O2	HMDB00209	C07086	999	30745
M2904	HC01415[m]	(2E)-Octenoyl-CoA	C29H44N7O17P3S	HMDB03949	C05276	46173358	62242
M2905	3odcoa[m]	3-Oxodecanoyl-CoA	C31H48N7O18P3S	HMDB03939	C05265	440606	28528
M2909	3otdcoa[m]	3-Oxotetradecanoyl-CoA	C35H56N7O18P3S	HMDB03935	C05261	11966197	28726
M2918	HC01412[m]	trans-tetradec-2-enoyl-CoA(4-)	C35H56N7O17P3S				61405
M2919	3ohdcoa[m]	3-oxopalmitoyl-CoA(4-)	C37H60N7O18P3S	HMDB06402	C05259	169621	15491
M2921	dd2coa[x]	trans-Dodec-2-enoyl-CoA	C33H52N7O17P3S	HMDB03712	C03221	45266564	57330
M2922	HC01401[x]	(S)-3-Hydroxydodecanoyl-CoA	C33H54N7O18P3S	HMDB03936	C05262	11966173	27668
M2923	HC01223[m]	3-hydroxy-2-methylpropanoyl-CoA(4-)	C25H38N7O18P3S			45259165	15481
M2924	HC01587[c]	Acetoacetyl-ACP			C05744		NA
M2927	HC01255[c]	But-2-enoyl-ACP			C04246		NA
M2932	HC01596[c]	3-Oxodecanoyl-ACP			C05753		NA
M2933	HC01597[c]	(2E)-Decenoyl-ACP			C05754		NA
M2935	HC01593[c]	3-Oxooctanoyl-ACP			C05750		NA
M2936	HC01594[c]	(2E)-Octenoyl-ACP			C05751		NA
M2938	HC01605[c]	3-Oxohexadecanoyl-ACP			C05762		NA
M2939	HC01606[c]	(2E)-Hexadecenoyl-ACP			C05763		NA
M2940	HC01602[c]	3-Oxotetradecanoyl-ACP			C05759		NA
M2941	HC01603[c]	(2E)-Tetradecenoyl-ACP			C05760		NA
M2943	HC01710[n]	2,5-Diamino-6-(5-triphosphoryl-3,4-trihydroxy-2-oxopentyl)- amino-4-oxopyrimidine					NA
M2944	HC01601[c]	(2E)-Dodecenoyl-ACP			C05758		NA
M2945	HC01397[m]	(S)-3-Hydroxyhexadecanoyl-CoA	C37H62N7O18P3S	HMDB03932	C05258	11966179	27402
M2946	HC01397[x]	(S)-3-Hydroxyhexadecanoyl-CoA	C37H62N7O18P3S	HMDB03932	C05258	11966179	27402
M2947	HC01399[m]	(S)-3-Hydroxytetradecanoyl-CoA	C35H58N7O18P3S	HMDB03934	C05260	11966177	27466
M2948	HC01399[x]	(S)-3-Hydroxytetradecanoyl-CoA	C35H58N7O18P3S	HMDB03934	C05260	11966177	27466
M2949	HC01412[x]	trans-tetradec-2-enoyl-CoA(4-)	C35H56N7O17P3S				61405
M2950	3oddcoa[m]	3-Oxododecanoyl-CoA	C33H52N7O18P3S	HMDB03937	C05263	440604	27868
M2953	HC01403[x]	(S)-Hydroxydecanoyl-CoA	C31H50N7O18P3S	HMDB03938	C05264	16061159	28325
M2954	dc2coa[m]	trans-Dec-2-enoyl-CoA	C31H48N7O17P3S	HMDB03948	C05275	24883423	61406
M2955	HC01414[x]	trans-dec-2-enoyl-CoA(4-)	C31H48N7O17P3S				61406
M2956	HC01405[m]	(S)-Hydroxyoctanoyl-CoA	C29H46N7O18P3S	HMDB03940	C05266	11966216	28632
M2957	HC01406[m]	3-Oxooctanoyl-CoA	C29H44N7O18P3S	HMDB03941	C05267	11966162	28264
M2959	HC01407[m]	(S)-Hydroxyhexanoyl-CoA	C27H42N7O18P3S	HMDB03942	C05268	11966160	28276
M2960	HC01410[m]	(2E)-Hexenoyl-CoA	C27H40N7O17P3S	HMDB03944	C05271	11966204	28706
M2963	HC01459[x]	3alpha,7alpha,12alpha,24-Tetrahydroxy-5beta-cholestanoyl-CoA	C48H76N7O21P3S	HMDB06890	C05450	46224537	27458
M2965	34dhoxmand[m]	3,4-Dihydroxymandelate	C8H7O5	HMDB01866	C05580	85782	27637
M2967	homoval[m]	Homovanillate	C9H9O4	HMDB00118	C05582	1738	545959
M2969	3mox4hoxm[m]	3-Methoxy-4-hydroxymandelate	C9H9O5	HMDB00291	C05584	1245	20106
M2970	HC01589[c]	3-Oxohexanoyl-ACP			C05746		NA
M2972	HC01591[c]	(2E)-Hexenoyl-ACP			C05748		NA
M2976	HC01599[c]	3-Oxododecanoyl-ACP			C05756		NA
M2979	HC01652[n]	2,5-Diaminopyrimidine nucleoside triphosphate	C9H14N5O14P3	HMDB06821	C05923	440841	929
M2983	HC00001[c]	Albumin					NA
M2989	HC00003[c]	Antitrypsin					NA
M2992	HC00004[c]	ApoA1					NA
M2995	inost[r]	myo-inositol	C6H12O6	HMDB00211	C00137	892	17268
M2997	HC00319[m]	Malonate	C3H2O4	HMDB00691	C00383	867	30794
M3017	HC01852[c]	Fibrinogen			C00393		NA
M3023	HC01942[c]	Plasminogen					NA
M3026	HC01943[c]	Prothrombin					NA
M3042	HC01944[c]	ApoTransferin			C05780		NA
M3045	HC00005[c]	ApoB100					NA
M3050	HC00006[c]	ApoC1					NA
M3051	HC00007[c]	ApoC2					NA
M3052	HC00008[c]	ApoC3					NA
M3053	HC00009[c]	ApoE					NA
M3068	hdd2coa[r]	trans-Hexadec-2-enoyl-CoA	C37H60N7O17P3S	HMDB03945	C05272	46173176	61526
M3070	stcoa[r]	Stearoyl-CoA (n-C18:0CoA)	C39H66N7O17P3S	HMDB01114	C00412	439229	15541
M3072	odecoa[r]	Octadecenoyl-CoA (n-C18:1CoA)	C39H64N7O17P3S	HMDB01322	C00510	92160	15534
M3075	lnlncgcoa[r]	gamma-linolenoyl-CoA(4-)	C39H60N7O17P3S	HMDB06368	C03035	11966132	15508
M3098	HC02098[c]	3-Hydroxystearoyl-ACP			C16220		NA
M3099	HC02099[c]	(2E)-Octadecenoyl-ACP			C16221		NA
M3100	HC01988[c]	Stearoyl-ACP			C04088		NA
M3134	HC10857[m]	(S)-3-hydroxyoleyleoyl-CoA					NA
M3135	HC10858[m]	3-oxooleoyl-CoA					NA
M3147	HC02154[e]	GM4-pool					NA
M3149	HC02175[e]	caprate	C10H19O2	HMDB00511	C01571	2969	30813
M3158	HC02172[c]	Zinc	Zn	HMDB01303	C00038	32051	29105
M3198	oxa[m]	oxalate(2-)	C2O4	HMDB02329	C00209	971	16995
M3215	CE2421[m]	(3S)-3-hydroxylinoleoyl-CoA	C39H62N7O18P3S	HMDB12477		53481430	NA
M3216	CE0713[m]	3-oxolinoleoyl-CoA	C39H60N7O18P3S				NA
M3217	CE2421[x]	(3S)-3-hydroxylinoleoyl-CoA	C39H62N7O18P3S	HMDB12477		53481430	NA
M3218	CE0713[x]	3-oxolinoleoyl-CoA	C39H60N7O18P3S				NA
M3251	co2[l]	carbon dioxide	CO2	HMDB01967	C00011	280	16526
M3252	3ohodcoa[l]	3-Oxooctadecanoyl-CoA	C39H64N7O18P3S	HMDB06498	C16216	22833663	50571
M3259	stcoa[n]	Stearoyl-CoA (n-C18:0CoA)	C39H66N7O17P3S	HMDB01114	C00412	439229	15541
M3272	CE2011[c]	hypothiocyanite	CHNOS	HMDB12974		124985	NA
M3275	CE2011[l]	hypothiocyanite	CHNOS	HMDB12974		124985	NA
M3431	adp[g]	ADP	C10H12N5O10P2	HMDB01341	C00008	6022	16761
M3432	pail45p_hs[m]	phosphatidylinositol 4,5-bisphosphate	C9H14O15P3FULLRCO2FULLR2CO2				28910
M3438	CE2434[m]	trans,cis,cis-2,9,12-octadecatrienoyl-CoA	C39H60N7O17P3S				NA
M3439	CE2434[x]	trans,cis,cis-2,9,12-octadecatrienoyl-CoA	C39H60N7O17P3S				NA
M3441	CE2433[m]	trans,cis,cis-2,7,10-hexadecatrienoyl-CoA	C37H56N7O17P3S				NA
M3443	CE2433[x]	trans,cis,cis-2,7,10-hexadecatrienoyl-CoA	C37H56N7O17P3S				NA
M3445	CE2432[m]	trans-2-cis,cis-5,8-tetradecatrienoyl-CoA	C35H52N7O17P3S				NA
M3447	CE2432[x]	trans-2-cis,cis-5,8-tetradecatrienoyl-CoA	C35H52N7O17P3S				NA
M3449	CE2435[m]	trans,cis-deca-2,4-dienoyl-CoA	C31H46N7O17P3S				NA
M3451	CE2435[x]	trans,cis-deca-2,4-dienoyl-CoA	C31H46N7O17P3S				NA
M3452	C05279[m]	trans,cis-Lauro-2,6-dienoyl-CoA	C33H50N7O17P3S	HMDB11123	C05279	53480665	28387
M3453	CE2420[m]	(3S)-3-hydroxydodec-cis-6-enoyl-CoA	C33H52N7O18P3S	HMDB12476		53481428	NA
M3454	C05279[x]	trans,cis-Lauro-2,6-dienoyl-CoA	C33H50N7O17P3S	HMDB11123	C05279	53480665	28387
M3455	CE2420[x]	(3S)-3-hydroxydodec-cis-6-enoyl-CoA	C33H52N7O18P3S	HMDB12476		53481428	NA
M3456	CE2417[m]	3(S)-hydroxy-5Z,8Z-tetradecadienoyl-CoA	C35H54N7O18P3S				NA
M3457	CE2417[x]	3(S)-hydroxy-5Z,8Z-tetradecadienoyl-CoA	C35H54N7O18P3S				NA
M3458	CE2418[m]	(3S)-3-hydroxy-cis,cis-palmito-7,10-dienoyl-CoA	C37H58N7O18P3S	HMDB12473		53481423	NA
M3459	CE2418[x]	(3S)-3-hydroxy-cis,cis-palmito-7,10-dienoyl-CoA	C37H58N7O18P3S	HMDB12473		53481423	NA
M3462	CE2422[m]	3-oxo-cis,cis-7,10-hexadecadienoyl-CoA	C37H56N7O18P3S				NA
M3463	CE2422[x]	3-oxo-cis,cis-7,10-hexadecadienoyl-CoA	C37H56N7O18P3S				NA
M3466	CE2424[m]	3-oxo-cis,cis-5,8-tetradecadienoyl-CoA	C35H52N7O18P3S				NA
M3467	CE2424[x]	3-oxo-cis,cis-5,8-tetradecadienoyl-CoA	C35H52N7O18P3S				NA
M3470	CE0693[m]	3-oxolaur-6-cis-enoyl-CoA	C33H50N7O18P3S				NA
M3471	CE0693[x]	3-oxolaur-6-cis-enoyl-CoA	C33H50N7O18P3S				NA
M3661	CE5700[r]	12-hydroperoxyeicosatetraenoate glyceryl ester	C23H38O6				NA
M3678	C04483[r]	deoxycholate	C24H39O4	HMDB00626	C04483	222528	28834
M3752	CE5276[c]	dopamine o-quinone	C8H10NO2	HMDB12219	C17755	162602	NA
M3842	CE4633[c]	hypochlorous acid	ClHO		C19697	24341	24757
M3845	CE4633[l]	hypochlorous acid	ClHO		C19697	24341	24757
M3848	CE4881[c]	nitryl chloride	ClNO2			13932711	NA
M3851	CE4881[l]	nitryl chloride	ClNO2			13932711	NA
M3927	CE5125[x]	(2S)-pristanoyl-CoA	C40H68N7O17P3S				NA
M3928	CE5126[x]	(2R)-pristanoyl-CoA	C40H68N7O17P3S				NA
M3967	CE0074[c]	alloxan	C4H2N2O4	HMDB02818		5781	730073
M3976	CE2592[m]	(S)-3-hydroxypalmitoleoyl-CoA	C37H60N7O18P3S	HMDB12487		53481439	NA
M3977	CE0853[m]	3-oxopalmitoleoyl-CoA	C37H58N7O18P3S	HMDB06402	C05259	440601	15491
M3978	CE2592[x]	(S)-3-hydroxypalmitoleoyl-CoA	C37H60N7O18P3S	HMDB12487		53481439	NA
M3979	CE0853[x]	3-oxopalmitoleoyl-CoA	C37H58N7O18P3S	HMDB06402	C05259	440601	15491
M3982	CE1102[m]	cis-(3S)-hydroxytetradec-7-enoyl-CoA	C35H56N7O18P3S				NA
M3983	CE0782[m]	3-oxomyrist-7-enoyl-CoA	C35H54N7O18P3S				NA
M3984	CE1102[x]	cis-(3S)-hydroxytetradec-7-enoyl-CoA	C35H56N7O18P3S				NA
M3985	CE0782[x]	3-oxomyrist-7-enoyl-CoA	C35H54N7O18P3S				NA
M3988	CE2597[m]	3(S)-3-hydroxydodecen-(5Z)-oyl-CoA	C33H52N7O18P3S	HMDB12674		53481515	NA
M3989	CE0692[m]	3-oxolaur-cis-5-enoyl-CoA	C33H50N7O18P3S				NA
M3990	CE2597[x]	3(S)-3-hydroxydodecen-(5Z)-oyl-CoA	C33H52N7O18P3S	HMDB12674		53481515	NA
M3991	CE0692[x]	3-oxolaur-cis-5-enoyl-CoA	C33H50N7O18P3S				NA
M3996	CE0852[x]	palmitoleyl-CoA(4-)	C37H60N7O17P3S				61540
M3997	CE2591[m]	trans,cis-hexadeca-2,9-dienoyl-CoA	C37H58N7O17P3S				NA
M3998	CE2591[x]	trans,cis-hexadeca-2,9-dienoyl-CoA	C37H58N7O17P3S				NA
M4000	CE2594[m]	trans,cis-myristo-2,7-dienoyl-CoA	C35H54N7O17P3S				NA
M4002	CE2594[x]	trans,cis-myristo-2,7-dienoyl-CoA	C35H54N7O17P3S				NA
M4004	CE0695[m]	cis-laur-5-enoyl-CoA	C33H52N7O17P3S				NA
M4006	CE0695[x]	cis-laur-5-enoyl-CoA	C33H52N7O17P3S				NA
M4008	pail45p_hs[g]	phosphatidylinositol 4,5-bisphosphate	C9H14O15P3FULLRCO2FULLR2CO2				28910
M4009	pail45p_hs[r]	phosphatidylinositol 4,5-bisphosphate	C9H14O15P3FULLRCO2FULLR2CO2				28910
M4010	CE5132[c]	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate(5-)	C11H14O19P3R2				57923
M4011	CE5132[g]	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate(5-)	C11H14O19P3R2				57923
M4012	CE5132[n]	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate(5-)	C11H14O19P3R2				57923
M4013	CE5132[r]	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate(5-)	C11H14O19P3R2				57923
M4020	CE4795[m]	2-trans-cis,cis,cis,cis-4,8,11,14-eicosapentaenoyl-CoA	C41H60N7O17P3S				NA
M4021	CE4795[x]	2-trans-cis,cis,cis,cis-4,8,11,14-eicosapentaenoyl-CoA	C41H60N7O17P3S				NA
M4023	CE4791[x]	3(S)-hydroxy-dihomo-gama-linolenoyl-CoA	C41H64N7O18P3S				NA
M4024	CE4793[x]	3-oxo-dihomo-gama-linolenoyl-CoA	C41H62N7O18P3S				NA
M4025	CE2439[x]	3-oxo-6Z,9Z,12Z-octadecatrienoyl-CoA	C39H58N7O18P3S				NA
M4027	CE2437[x]	2E,6Z,9Z,12Z-octadecatetraenoyl-CoA	C39H58N7O17P3S				NA
M4028	CE2438[x]	3(S)-hydroxy-6Z,9Z,12Z-octadecatrienoyl-CoA	C39H60N7O18P3S				NA
M4031	CE2441[x]	2E,4Z,7Z,10Z-hexadecatetraenoyl-CoA	C37H54N7O17P3S				NA
M4032	CE5115[m]	trans-3-cis-5,8,11,14-eicosapentaenoyl-CoA	C41H60N7O17P3S				NA
M4033	CE5115[x]	trans-3-cis-5,8,11,14-eicosapentaenoyl-CoA	C41H60N7O17P3S				NA
M4034	CE5116[x]	trans-3-cis-8,11,14-eicosatetraenoyl-CoA	C41H62N7O17P3S				NA
M4035	CE5117[m]	(3E,5Z,8Z)-tetradecatrienoyl-CoA	C35H52N7O17P3S	HMDB12472		53481421	NA
M4037	CE5119[m]	trans-3-cis-8-tetradecadienoyl-CoA	C35H54N7O17P3S				NA
M4039	CE4790[m]	(3S)-3-hydroxy-cis-8-tetradecenoyl-CoA	C35H56N7O18P3S	HMDB12474		53481425	NA
M4040	CE4792[m]	3-oxo-cis-8-tetradecenoyl-CoA	C35H54N7O18P3S				NA
M4089	CE5122[x]	3(S)-phytanoyl-CoA	C41H70N7O17P3S				NA
M4098	CE2038[x]	trans-2,3-dehydropristanoyl-CoA	C40H66N7O17P3S			56927963	63803
M4099	CE5934[x]	3(R)-hydroxy-pristanoyl-CoA	C40H68N7O18P3S				NA
M4100	C07297[x]	3-oxopristanoyl-CoA(4-)	C40H66N7O18P3S	HMDB02057	C07297	441253	15371
M4104	CE5938[x]	(4R,8R,12R)-trimethyl-2E-tridecenoyl-CoA	C37H60N7O17P3S	HMDB12480		53481434	NA
M4105	CE5940[x]	3(R)-hydroxy-(4R,8R,12R)-trimethyl-tridecanoyl-CoA	C37H62N7O18P3S				NA
M4106	CE5939[x]	3-oxo-(4R,8R,12R)-trimethyl-tridecanoyl-CoA	C37H60N7O18P3S				NA
M4107	CE5941[x]	(2S,6R,10R)-trimethyl-2E-hendecenoyl-CoA	C35H56N7O17P3S	HMDB12470		53481417	NA
M4108	CE5942[x]	3-oxo-(2S,6R,10R)-trimethyl-hendecanoyl-CoA	C35H56N7O18P3S				NA
M4110	CE5943[x]	3(R)-hydroxy-(2S,6R,10)-trimethyl-hendecanoyl-CoA	C35H58N7O18P3S				NA
M4112	CE5276[l]	dopamine o-quinone	C8H10NO2	HMDB12219	C17755	162602	NA
M4133	lnlncacoa[r]	alpha-Linolenoyl-CoA	C39H60N7O17P3S	HMDB06290	C16162	53477815	51985
M4140	CE4813[r]	eicosa-5,8,11,14,17-all-cis-pentaenoyl-CoA	C41H60N7O17P3S				NA
M4161	CE4826[x]	3-oxo-all-cis-6,9,12,15,18,21-tetracosahexaenoyl-CoA	C45H64N7O18P3S				NA
M4163	CE4828[x]	trans-2-all-cis-6,9,12,15,18,21-tetracosaheptaenoyl-CoA	C45H64N7O17P3S	HMDB06260	C16374	53477810	NA
M4164	CE4825[x]	(3S)-hydroxy-tetracosa-6,9,12,15,18,21-all-cis-hexaenoyl-CoA	C45H66N7O18P3S	HMDB12479		53481432	NA
M4173	CE4823[r]	tetracosa-6,9,12,15,18,21-all-cis-hexaenoyl-CoA	C45H66N7O17P3S				NA
M4192	CE4832[x]	3(S)-hydroxy-tetracosa-6,9,12,15,18-all-cis-pentaenoyl-CoA	C45H68N7O18P3S				NA
M4193	CE4820[x]	3-oxo-all-cis-6,9,12,15,18-tetracosapentaenoyl-CoA	C45H66N7O18P3S				NA
M4195	CE4838[x]	trans-2-all-cis-6,9,12,15,18-tetracosahexaenoyl-CoA	C45H66N7O17P3S				NA
M4200	CE4836[r]	tetracosa-6,9,12,15,18-all-cis-pentaenoyl-CoA	C45H68N7O17P3S				NA
M4231	CE4801[m]	3(S)-hydroxy-4(R),8-dimethyl-nonanoyl-CoA	C32H52N7O18P3S				NA
M4232	CE4803[m]	3-oxo-4(R),8-dimethyl-nonanoyl-CoA	C32H50N7O18P3S				NA
M4233	CE4800[m]	3(S)-hydroxy-2(S),6-dimethyl-heptanoyl-CoA	C30H48N7O18P3S				NA
M4234	CE4796[m]	3-oxo-(2S)-methylisocapryloyl-CoA	C30H46N7O18P3S				NA
M4235	CE4802[m]	3(S)-hydroxy-4-methyl-pentanoyl-CoA	C27H42N7O18P3S				NA
M4236	CE4804[m]	3-oxo-4-methyl-pentanoyl-CoA	C27H40N7O18P3S				NA
M4293	cholcoads[m]	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholest-24-enoyl-CoA	C48H74N7O20P3S	HMDB06889	C05460	5280797	27505
M4294	CE5168[m]	24(R),25(R)-varanoyl-CoA	C48H76N7O21P3S				NA
M4295	CE5168[x]	24(R),25(R)-varanoyl-CoA	C48H76N7O21P3S				NA
